intercolumnar_distance,upper_margin,lower_margin,exploitation,row_number,modular_ratio,interlinear_spacing,weight,peak_number,modular_ratio/interlinear_spacing,class
-0.104241,-0.055704,0.299642,0.391249,0.17234,1.768258,0.371178,-1.04721,-0.590727,1.488206,A
0.179667,-0.047852,0.274747,-0.605223,0.261718,-0.723232,1.352689,-0.522411,-0.185368,-1.171227,F
-3.498799,0.376111,-3.210528,-0.007,-4.922215,1.062336,0.748682,0.981914,-2.025075,0.637524,A
0.117948,0.124874,0.128935,0.3837,0.17234,-0.01731,-2.573354,-0.670124,-1.151994,-1.76217,A
0.080916,-0.291239,0.356544,0.226662,0.261718,-0.972381,0.182426,0.070011,-0.372457,-0.851501,F
0.192011,-0.369751,0.278304,-0.659618,0.261718,0.605563,0.069175,-0.783218,-0.247731,0.634281,F
-0.153617,-0.22843,0.488131,0.580183,0.261718,0.480988,0.333428,1.022085,0.032902,0.366175,A
0.105604,0.203385,-0.023991,0.995678,0.261718,0.397939,0.220177,-0.418384,-0.65309,0.362463,A
-0.240024,-0.534626,0.075589,-0.617039,0.17234,2.764855,0.484429,-2.035823,-1.900349,2.323603,E
0.130292,0.533135,-0.045329,-0.942602,0.261718,-0.930856,0.408929,-0.415218,0.344717,-0.932138,G
-0.091897,-0.220579,0.274747,0.567174,,-0.806282,0.408929,1.138111,,-0.820255,A
0.019197,-0.087108,0.384996,0.794958,0.261718,1.519109,0.295677,-0.662765,-0.278912,1.320086,A
-3.498799,0.211237,-3.210528,-0.424226,-4.922215,2.141982,-0.006326,-0.421781,-0.123005,2.097859,A
0.142636,0.486028,0.025799,0.545422,0.17234,0.231839,0.257927,0.227218,0.095265,0.204082,A
0.192011,0.226939,0.118265,-0.472443,0.17234,-0.515608,0.484429,0.29389,-0.060642,-0.598681,F
0.241386,0.23479,0.121822,1.037988,0.261718,1.228436,-0.081827,0.093562,-0.466001,1.306427,A
0.09326,0.344707,0.14316,-0.026574,0.261718,0.06574,0.106925,-0.244247,0.032902,0.128882,G
0.105604,0.014957,0.377883,-0.432222,0.261718,-1.346105,0.484429,-0.062771,0.594169,-1.332212,H
-0.079554,0.187683,-0.070224,0.211236,0.261718,-0.972381,0.220177,-2.856667,-3.20997,-0.87355,A
0.068573,-0.204876,0.424116,1.412158,0.261718,0.813187,0.069175,1.084389,0.157628,0.836988,A
0.809204,-0.16562,0.025799,0.712127,0.887365,-1.096956,-1.28984,1.080603,1.966154,-0.164877,I
-0.635027,-0.448263,0.299642,1.407861,0.17234,0.937762,-1.554093,0.631311,1.591976,2.150371,Y
0.4142,-0.471816,0.239183,1.018385,0.887365,-1.013906,-0.044076,0.447719,1.591976,-0.786115,I
-0.042522,0.407516,-3.210528,-0.636404,0.261718,-0.058835,0.786433,0.18431,-0.185368,-0.349863,A
0.599358,0.752968,0.008017,-1.737905,-0.095795,-0.764757,0.144676,-1.617343,-0.559546,-0.634292,F
-0.301743,-0.055704,0.210732,-0.147477,0.261718,1.020811,,-1.111009,0.438262,0.778376,E
0.09326,0.344707,0.14316,-0.026574,0.261718,1.602159,0.748682,-0.792305,-0.185368,1.102153,G
0.006853,0.164129,0.125378,0.58451,0.261718,0.14879,0.220177,-0.660513,-0.840179,0.136947,A
-0.178304,-0.620989,0.32098,0.699028,0.261718,-0.01731,0.673182,0.489908,0.905984,-0.265104,E
0.167323,0.171981,0.047137,0.268047,0.17234,0.024215,1.201687,0.657211,0.251173,-0.483916,F
-0.030178,-0.063555,0.274747,-0.394925,0.261718,-0.058835,0.52218,-0.546273,-0.341275,-0.216377,F
0.117948,0.124874,0.128935,0.3837,0.17234,-0.01731,-0.38383,0.237042,-0.278912,0.333325,A
-3.498799,-0.03215,-2.481465,-0.333876,-4.922215,1.43606,0.937434,-0.833407,-0.247731,0.856699,A
0.031541,0.203385,0.086258,0.045008,0.17234,-0.723232,-2.762106,0.880779,0.126447,-2.067394,F
-0.301743,-0.314793,0.399221,0.77052,0.708609,0.647088,-1.629594,-0.784441,0.032902,1.948375,Y
0.09326,0.148427,0.171611,0.970704,0.17234,0.356414,0.106925,0.422168,-0.621908,0.390177,A
0.31545,-0.989994,0.157386,-2.450289,0.17234,1.602159,0.371178,-0.934639,-0.590727,1.425604,X
0.241386,-0.110662,0.324537,-0.772226,0.261718,-0.598658,0.371178,-0.514179,-0.123005,-0.6195,F
0.056229,-0.063555,0.310311,-1.048885,0.261718,0.06574,0.220177,0.525982,-0.247731,0.056575,F
0.4142,-0.16562,0.05425,-0.891996,0.976743,-1.013906,-1.101088,-1.205969,0.469443,-0.208011,I
0.364825,0.289748,0.235627,-0.32379,0.17234,-0.266459,-0.081827,0.541262,0.18881,-0.076429,A
-0.215336,-0.204876,0.456124,-0.099826,0.17234,-0.349509,-0.044076,-0.040987,0.219991,-0.173641,E
0.142636,-0.142067,0.246296,0.789259,-1.347089,0.190314,0.786433,0.794167,-0.060642,-0.133076,A
0.117948,-0.220579,-3.210528,-1.623238,0.261718,-0.349509,0.257927,-0.385979,-0.247731,-0.33131,A
0.266074,-0.16562,0.32098,0.483299,0.17234,0.273364,0.371178,0.929823,0.251173,0.159345,A
0.377169,-0.079257,0.153829,-1.102952,0.261718,-0.01731,0.106925,1.173544,0.282354,0.054333,A
8.314263,-0.087108,0.527252,0.659642,-3.134652,-0.889332,0.295677,1.364184,0.438262,-0.835167,E
0.080916,0.203385,0.310311,0.26951,0.261718,-0.391033,0.673182,0.948073,0.562987,-0.581563,H
0.130292,-0.126364,0.271191,0.816262,0.261718,0.813187,-0.006326,0.590752,-0.372457,0.867596,A
0.4142,-0.471816,0.239183,1.018385,0.887365,-0.972381,-0.006326,0.861325,2.246787,-0.768056,I
-0.128929,0.069915,0.313868,0.510511,0.082961,-0.058835,0.52218,0.564483,0.874802,-0.213074,H
-0.030178,0.014957,0.264078,0.374062,0.261718,-0.183409,0.333428,0.625408,0.905984,-0.189229,A
0.624046,0.007106,0.114709,-0.350674,0.887365,-1.470679,-0.610333,0.565376,1.934972,-0.932862,I
-0.363462,,0.256965,-0.22634,0.261718,1.228436,-0.044076,1.173971,1.436069,1.309176,E
0.019197,-0.424709,0.33165,0.137655,-0.006417,-2.176602,0.295677,-2.024445,-0.497183,-1.993496,A
0.105604,-0.189174,0.164499,-0.683757,0.261718,0.06574,0.182426,0.011552,0.219991,0.071994,A
-0.264711,-0.09496,0.01513,-0.597346,0.261718,-0.058835,0.673182,-0.193806,0.469443,-0.294831,E
0.179667,-0.212727,0.132491,-1.306507,0.261718,0.397939,0.673182,0.852413,0.375899,0.110836,A
-0.00549,0.478177,0.029355,-0.247644,0.17234,0.771662,0.446679,-0.764541,-0.091823,0.566291,A
-0.314087,-0.157769,0.043581,1.051505,0.17234,0.024215,0.220177,0.398656,-0.029461,0.02223,E
-0.252367,0.281897,0.146717,-0.082938,0.261718,-1.055431,0.106925,0.223801,1.03071,-0.890693,E
-0.017834,-0.055704,0.23207,0.604621,-0.989576,0.107265,0.52218,1.384997,0.656532,-0.070389,A
0.15498,0.336855,0.068476,0.021525,0.261718,-0.141884,0.295677,0.056634,-0.216549,-0.163383,A
-0.301743,-0.511072,0.463236,0.710665,0.261718,-0.349509,0.295677,0.686353,0.781258,-0.380399,E
0.377169,-0.079257,0.153829,-1.102952,0.261718,0.024215,0.55993,0.364485,-0.060642,-0.174522,A
-0.277055,-0.251983,-3.203415,1.957926,0.261718,2.141982,-0.006326,2.006562,2.122061,2.097075,X
0.216699,0.2976,0.249852,-0.041313,0.261718,-1.055431,0.031425,-0.035434,-0.43482,-0.862496,A
0.105604,-0.087108,0.367214,1.522618,0.261718,,0.069175,0.733358,0.064084,0.676366,A
0.389513,0.556689,0.431229,-1.955514,0.082961,-0.058835,-0.006326,0.279193,-0.590727,0.054538,A
0.019197,-0.283388,0.214288,0.857677,0.261718,0.231839,-0.044076,-0.072304,0.313536,0.372131,A
-0.00549,0.760819,-0.095119,-0.016936,0.261718,-1.138481,0.295677,-0.881674,-0.840179,-1.057644,F
0.117948,0.321153,-3.210528,0.642753,0.351096,1.726734,0.333428,0.618089,-0.123005,1.498948,A
-0.363462,-0.189174,0.641057,0.681245,0.17234,0.854712,0.257927,0.115404,-0.060642,0.74238,C
0.142636,-0.000745,0.153829,0.955845,0.261718,-0.681707,0.031425,1.028006,0.40708,-0.514753,F
-0.486901,-0.03215,0.196506,-0.633748,0.261718,-1.055431,-0.38383,-1.283747,0.095265,-0.641453,C
0.167323,0.313302,0.168055,-0.383198,0.261718,0.14879,0.408929,0.40182,-0.247731,0.041133,A
0.216699,0.321153,0.128935,0.491087,0.261718,0.605563,0.597681,0.120976,-0.029461,0.33042,A
0.303106,0.022808,0.146717,-1.815842,0.261718,-0.474083,-0.006326,-1.717099,-0.528364,-0.30333,A
0.438888,0.195534,0.14316,-0.809435,0.261718,-0.764757,-0.044076,-0.359244,-0.123005,-0.564107,F
-0.425181,-0.220579,0.306755,0.496637,0.261718,0.480988,0.257927,-0.246072,0.001721,0.413829,E
-0.412837,,0.356544,1.604166,-0.989576,0.605563,0.031425,1.158186,0.781258,0.662309,E
-0.22768,0.446772,,0.177429,0.17234,-0.432558,0.408929,0.465251,0.594169,-0.484881,E
-0.264711,0.156278,0.402778,1.483948,0.17234,0.771662,0.408929,1.963382,2.246787,0.588581,X
-0.449869,-0.291239,0.434785,-0.068824,0.261718,-0.557133,-0.119577,0.833328,1.03071,-0.295362,E
0.019197,0.289748,-0.116457,1.524856,-0.542686,1.394535,0.446679,0.345205,-0.278912,1.131315,F
-0.437525,-0.471816,0.463236,-0.545248,0.261718,1.186911,0.786433,-1.189738,-0.216549,0.735183,E
0.364825,0.36826,0.19295,-0.420406,0.261718,-0.806282,0.333428,-0.79145,0.032902,-0.802714,H
0.031541,0.666605,-0.095119,0.010217,0.17234,0.522513,0.899684,-0.002233,0.001721,0.088281,G
-3.498799,-0.440412,-3.210528,-0.364758,-4.922215,-0.349509,0.52218,1.017735,-0.684271,-0.465689,A
0.130292,0.336855,0.100483,0.382834,0.17234,-0.474083,0.257927,0.657968,-0.029461,-0.442929,A
-0.128929,0.705861,0.413447,2.004055,0.61923,1.809783,-1.742845,-0.085953,0.064084,3.257562,Y
0.15498,0.23479,0.210732,0.643738,0.17234,0.439463,0.635431,0.837677,0.095265,0.151293,A
0.130292,0.870736,-3.210528,0.062493,0.261718,0.397939,0.069175,0.93489,0.438262,0.457421,A
-0.00549,-0.220579,-3.210528,1.071885,0.261718,0.480988,0.069175,1.517469,0.375899,0.518094,A
0.500607,0.140576,0.388552,-0.637358,0.261718,-0.681707,0.295677,0.931046,0.500624,-0.642297,H
-0.017834,-0.149918,-2.975805,-1.078156,0.082961,-0.930856,0.144676,-0.890392,-0.590727,-0.802268,F
0.080916,0.203385,0.249852,-0.423061,0.261718,-0.764757,0.408929,0.244012,0.282354,-0.747321,H
0.167323,0.171981,0.047137,0.268047,0.17234,-0.640182,0.55993,0.675753,0.064084,-0.734771,F
0.142636,A,-3.206971,0.165524,0.887365,-0.224934,-1.440842,0.553047,1.155435,0.827441,I
0.117948,0.23479,0.050694,0.220456,0.261718,0.024215,0.257927,-0.182408,0.594169,0.001797,A
0.056229,0.281897,-0.091562,-0.919149,-0.185173,0.647088,0.484429,1.989185,0.812439,0.42128,F
-0.22768,0.446772,0.534365,0.177429,0.17234,0.854712,0.597681,-1.025056,-0.123005,0.542807,E
0.09326,0.2976,-0.013322,0.1091,0.261718,-0.474083,-2.837607,0.531613,0.40708,-2.104704,A
0.25373,0.219088,0.14316,0.720541,0.261718,-0.058835,0.144676,0.296666,-0.091823,-0.003025,A
0.327793,0.50173,0.050694,-1.018301,0.261718,0.231839,0.295677,-1.609693,-0.65309,0.164553,G
-0.462213,0.352558,0.150273,0.56049,0.261718,0.14879,0.220177,0.578307,1.061891,0.143167,E
0.09326,0.054213,0.374326,0.378926,0.261718,0.14879,0.484429,1.049363,0.500624,0.001399,H
-0.301743,-0.511072,0.463236,0.710665,0.261718,1.560634,0.786433,-0.712352,-0.216549,1.038972,E
0.179667,0.258344,0.189393,-0.133304,0.17234,-0.847807,0.257927,0.170758,0.375899,-0.7821,A
0.241386,-0.126364,0.417003,0.096091,0.17234,0.605563,0.597681,0.377648,0.594169,0.327117,A
-0.338774,-0.22843,0.584154,2.123586,0.261718,0.231839,-1.025587,1.591713,2.090879,1.002336,X
-0.030178,0.305451,-3.203415,-0.130828,0.17234,0.231839,-0.119577,1.254351,0.874802,0.40451,A
-0.190648,-1.09206,0.402778,0.749425,0.17234,1.020811,1.201687,0.506178,-0.621908,0.259753,D
-0.560964,0.329004,0.296086,0.755571,0.261718,1.685209,0.786433,-0.041589,0.375899,1.15006,E
0.019197,0.289748,-0.116457,1.524856,-0.542686,1.685209,0.295677,-0.793353,-0.808997,1.466254,F
-3.498799,-0.550328,0.050694,-0.629422,-4.922215,-0.681707,0.257927,-0.511752,-0.403638,-0.635401,A
-0.042522,-0.29909,0.182281,1.151314,0.261718,-0.307984,0.220177,1.487608,0.438262,-0.277376,A
-2.523635,-0.346197,-2.349878,-0.775688,0.17234,-0.972381,0.257927,-1.830796,-0.902542,-0.896479,F
-3.498799,0.376111,-3.210528,-0.007,-4.922215,0.979286,0.408929,0.87577,-1.962712,0.75118,A
-0.16596,-0.267686,0.256965,0.051662,0.261718,0.522513,-1.214339,-1.151082,-0.933723,1.43062,A
-0.091897,-0.118513,0.189393,1.280303,0.261718,-0.10036,0.031425,1.713215,0.656532,0.015937,A
-3.498799,-0.369751,0.552147,0.331573,-4.922215,0.024215,0.484429,0.687305,0.032902,-0.130508,E
-0.06721,0.462474,0.10404,0.463129,0.261718,0.107265,0.52218,0.687421,0.064084,-0.053765,F
0.31545,-0.989994,0.157386,-2.450289,0.17234,-0.307984,1.050686,-0.25011,0.500624,-0.691759,X
0.031541,0.117022,-0.176916,-0.620739,-1.168333,-1.055431,0.333428,-1.840465,0.001721,-1.000563,A
0.068573,-0.016448,0.274747,-0.03633,0.261718,-0.847807,0.484429,0.40118,0.750076,-0.888993,H
-0.560964,0.329004,0.296086,0.755571,0.261718,1.186911,0.333428,-0.632031,0.40708,1.004543,E
-0.314087,-0.063555,0.42056,0.003921,0.17234,-0.183409,0.220177,-0.095932,0.126447,-0.164913,D
-3.498799,-0.401156,0.352988,0.786513,-4.922215,0.522513,0.333428,0.468434,-0.247731,0.401883,A
0.192011,-0.259834,0.402778,-0.06593,0.261718,0.14879,0.220177,-1.078507,-0.590727,0.130703,A
0.4142,-0.16562,0.05425,-0.891996,0.976743,-1.096956,-1.138838,-0.401395,1.280161,-0.238558,I
-0.128929,-0.22843,-3.210528,-0.892742,0.17234,0.314889,0.295677,0.261214,-0.123005,0.23903,D
0.241386,-0.322644,0.28186,0.274612,0.261718,-0.432558,0.446679,0.648357,0.157628,-0.505266,F
0.142636,0.470326,-2.958023,-0.379737,0.261718,1.26996,0.333428,-0.16476,0.064084,1.097524,A
0.15498,-0.377602,0.349432,0.70613,-0.006417,0.024215,-0.38383,-0.204212,0.032902,0.365139,A
0.179667,-0.173471,0.121822,-1.139205,0.17234,-1.138481,0.144676,-1.026357,-0.528364,-0.995211,A
0.364825,-0.047852,-0.038216,0.327813,0.261718,-0.10036,0.257927,0.619836,0.18881,-0.102299,A
0.229043,0.124874,0.182281,0.686496,0.261718,-0.349509,0.182426,-0.93493,-1.650897,-0.302462,A
-0.042522,-0.173471,0.644613,0.089437,-0.989576,-1.802878,-0.006326,-0.583337,0.999528,-1.531037,Y
-0.104241,-1.037102,0.388552,-1.099311,0.17234,-0.349509,-0.006326,-0.906273,0.750076,-0.11427,X
-0.091897,-0.29909,0.562816,1.131322,0.440474,0.605563,-1.705095,0.822067,0.500624,1.924662,Y
-0.437525,0.423218,0.388552,0.620852,0.17234,1.020811,-0.006326,-0.030619,0.001721,1.063106,E
0.512951,-0.071406,-3.210528,0.755482,0.976743,-0.01731,-1.025587,1.124656,1.311343,0.753712,I
0.09326,-0.055704,0.068476,0.305076,0.261718,-0.10036,0.408929,0.668996,0.344717,-0.191194,A
0.031541,-0.09496,-0.031104,0.803253,0.261718,0.397939,0.144676,-0.543302,-1.089631,0.380111,A
0.130292,-0.456114,0.292529,0.202672,0.261718,0.688613,0.295677,-1.298969,-0.497183,0.573282,A
-2.449572,4.835583,0.352988,0.048976,-2.419627,-1.096956,-0.044076,0.420284,-3.584148,-0.864437,A
0.056229,-0.291239,0.239183,0.767954,0.17234,-0.598658,0.333428,0.194852,-0.528364,-0.602816,A
0.364825,-0.000745,-0.052442,1.293223,0.976743,-0.10036,-0.459331,1.022706,1.436069,0.340558,I
-0.289399,0.83148,0.157386,0.987562,0.529852,0.564038,-1.138838,-0.340586,0.531806,1.406196,Y
-0.437525,-0.471816,0.463236,-0.545248,0.261718,-1.096956,0.710932,-3.311376,-2.898156,-1.206597,E
-0.178304,-0.620989,0.32098,0.699028,0.261718,-0.141884,0.295677,0.498432,0.687713,-0.156391,E
-0.881904,-1.947839,0.217845,2.046336,0.17234,0.024215,-0.006326,1.664016,1.966154,0.178344,X
0.043885,0.69801,0.022242,0.912997,0.261718,1.477585,-0.195078,-0.387979,-0.123005,1.60719,F
-0.00549,-0.220579,-3.210528,1.071885,0.261718,-1.22153,-2.573354,1.293978,-0.777816,-1.24034,A
-0.22768,0.046362,0.214288,0.746888,0.261718,-0.972381,0.446679,1.518109,0.718895,-0.985808,E
0.019197,-0.087108,0.384996,0.794958,0.261718,-0.224934,0.257927,0.91961,0.656532,-0.221753,A
-0.079554,0.187683,-0.070224,0.211236,0.261718,-0.723232,0.069175,-2.176448,-2.461615,-0.552401,A
-0.264711,-0.448263,0.431229,-1.121421,0.261718,-0.557133,-0.38383,-0.060849,-0.466001,-0.170664,F
0.080916,-0.063555,0.349432,0.968645,-1.347089,0.024215,0.144676,0.503305,-0.185368,0.05267,F
0.772172,0.030659,0.075589,0.371824,0.976743,-1.138481,-1.025587,1.191425,1.591976,-0.368705,I
-0.264711,-0.275537,0.107596,0.827362,0.261718,-0.141884,0.446679,0.809408,0.687713,-0.250722,A
0.290762,0.109171,-0.112901,0.221262,0.261718,-0.058835,-0.006326,0.348603,-0.43482,0.074429,A
0.043885,0.407516,0.047137,0.460921,0.261718,-0.474083,-0.232828,0.800555,-0.091823,-0.187179,F
0.241386,-0.126364,0.417003,0.096091,0.17234,0.314889,0.446679,0.967566,0.937165,0.169207,A
0.019197,-0.283388,0.214288,0.857677,0.261718,-0.723232,2.258699,-1.87982,-1.869167,-1.525359,A
-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.681707,0.257927,-0.536875,-0.060642,-0.62466,A
0.043885,0.069915,0.285416,0.372779,0.261718,-0.349509,0.52218,1.059867,0.718895,-0.453345,H
0.167323,0.690159,-0.08445,-0.009059,0.261718,-0.557133,0.484429,0.231101,0.032902,-0.62636,F
-0.042522,-0.322644,0.310311,0.287293,0.261718,0.273364,0.371178,-0.079526,-0.185368,0.16154,F
0.179667,-0.43256,0.150273,-1.883217,-1.078955,-1.055431,0.55993,-1.441167,-1.307901,-1.107974,A
-0.128929,0.022808,0.19295,0.837775,0.261718,2.225032,0.786433,-0.914194,-0.372457,1.623128,A
-0.314087,-0.236281,0.029355,0.460861,0.261718,-0.681707,0.182426,-0.510432,0.064084,-0.598272,A
0.31545,-0.989994,0.157386,-2.450289,0.17234,-0.806282,0.408929,-2.495618,-2.118619,-0.757484,X
-0.042522,-0.236281,-3.210528,-0.272051,0.261718,0.854712,0.031425,-0.015261,0.438262,0.893768,A
0.624046,-0.071406,0.221401,-0.586246,0.887365,-1.38763,-1.32759,-0.098942,0.999528,-0.445617,I
0.179667,2.660806,0.096927,-1.474226,-0.006417,-0.557133,0.597681,0.638708,0.874802,-0.691759,G
-0.042522,-0.322644,0.310311,0.287293,0.261718,-0.01731,0.55993,0.898564,0.095265,-0.203261,F
-0.017834,-0.330495,0.488131,-0.183313,0.17234,0.024215,0.144676,0.069953,-0.278912,0.069065,F
0.229043,0.572391,0.050694,-0.980138,-0.274551,-2.716425,0.484429,1.352301,-2.056256,-2.540992,A
0.043885,0.274046,0.182281,0.095763,0.261718,-0.681707,0.371178,0.651561,0.18881,-0.691795,F
0.080916,0.164129,0.19295,0.819007,0.261718,0.439463,-0.081827,1.070837,-0.154186,Z,A
0.759828,-0.134216,0.114709,-0.542563,0.797987,-0.889332,-0.950086,0.081816,-0.466001,-0.167771,I
-0.042522,-0.463965,0.392108,0.22699,0.261718,-0.723232,0.295677,0.172622,0.157628,-0.679812,E
0.031541,-0.118513,0.374326,-0.066706,0.261718,-0.224934,0.106925,0.43739,0.344717,-0.134004,A
-0.079554,-0.173471,0.367214,0.324501,0.261718,0.813187,0.824183,-0.537749,0.157628,0.375446,F
-0.141273,-0.024299,0.562816,-1.881367,0.082961,4.342799,0.144676,-1.171235,-3.054063,3.979604,C
-0.190648,-1.09206,0.402778,0.749425,0.17234,0.356414,0.673182,0.754967,0.251173,0.103385,D
0.25373,0.219088,0.14316,0.720541,0.261718,0.231839,0.295677,0.183145,0.469443,0.161889,A
-0.314087,-0.063555,0.42056,,0.17234,-0.806282,0.031425,-0.678705,-0.840179,-0.613316,D
-0.32643,-0.157769,0.424116,1.924954,0.17234,1.394535,0.52218,0.999932,2.153242,1.081925,X
-0.06721,-0.275537,0.253409,0.371526,-1.078955,1.726734,0.55993,-0.801507,-0.372457,1.328802,A
0.043885,0.407516,-0.120014,0.281743,0.261718,-0.307984,0.446679,0.449058,-0.091823,-0.396276,A
0.377169,0.022808,0.139604,1.070691,0.976743,-0.224934,-1.365341,0.784925,1.436069,0.776761,I
0.290762,-0.189174,0.079145,-0.085921,0.976743,-1.180006,-0.874585,-0.670919,-0.341275,-0.46546,I
0.080916,0.164129,0.19295,0.819007,0.261718,0.14879,0.597681,-0.27036,-0.808997,-0.086435,A
-0.264711,-0.275537,0.384996,1.343918,0.261718,1.851308,0.295677,-0.304415,-0.060642,1.624261,A
0.512951,-0.306942,0.061363,1.371548,0.976743,0.356414,-1.667344,-0.328781,1.747883,1.612893,I
0.15498,-0.448263,0.356544,-0.003837,0.261718,-0.515608,0.031425,0.324761,-0.029461,-0.356686,F
-0.017834,-0.354049,0.42056,-0.176032,0.261718,-0.432558,0.333428,-0.176564,-0.310094,-0.448486,F
4.524702,-0.134216,0.23207,-2.514351,-0.900198,-3.713021,-5.744389,-0.723205,-0.777816,-5.063275,F
0.204355,-0.354049,0.32098,0.410166,-0.989576,1.020811,0.257927,0.102319,-0.341275,0.9244,A
-0.017834,-0.22843,0.37077,1.293671,0.17234,-0.391033,0.371178,1.331624,2.620965,-0.421278,X
0.25373,-0.338346,0.352988,-1.154243,0.17234,-0.349509,0.295677,-0.072537,-0.091823,-0.355469,F
0.068573,0.2976,0.022242,-0.22252,0.261718,-0.058835,0.182426,-0.321248,0.18881,-0.025882,G
0.31545,0.117022,0.178724,-1.517104,-1.347089,-0.01731,0.144676,2.444865,0.375899,0.017637,F
0.068573,-0.016448,0.274747,-0.03633,0.261718,-0.058835,0.597681,0.007513,0.562987,-0.251192,H
0.500607,0.140576,0.388552,-0.637358,0.261718,-1.636779,0.635431,0.069137,-2.679886,-1.64972,H
0.031541,-0.09496,-0.031104,0.803253,0.261718,0.896237,0.257927,0.177476,-0.185368,0.783849,A
0.25373,-0.197025,0.260522,0.326888,0.261718,-0.474083,0.597681,1.503004,0.62535,-0.619139,F
0.512951,-0.008597,-0.045329,-1.738144,-1.525845,-0.557133,-0.006326,-0.450633,-1.276719,-0.375107,A
0.117948,-0.189174,0.029355,0.763359,0.887365,0.522513,-0.987837,1.658832,1.841428,1.266115,I
-0.240024,-0.534626,0.075589,-0.617039,0.17234,0.314889,0.295677,-0.643913,0.126447,0.263948,E
-0.128929,-0.322644,0.288973,0.764881,0.261718,-0.224934,0.333428,0.249662,-0.091823,-0.248287,F
4.524702,-0.134216,0.23207,-2.514351,-0.900198,-2.135077,-2.724356,0.538874,-0.65309,-1.979862,F
-0.264711,-0.448263,0.431229,-1.121421,0.261718,0.245681,0.950018,-0.608732,-0.123005,-0.173931,F
-0.22768,0.289748,-0.006209,0.395814,0.261718,0.356414,0.824183,0.862995,0.594169,0.010923,A
0.31545,0.540986,0.029355,-0.395163,0.261718,-0.515608,-0.044076,-0.011106,0.064084,-0.32327,G
0.31545,0.117022,0.178724,-1.517104,-1.347089,-1.055431,-2.799857,1.025754,-2.305708,-2.233562,F
0.019197,-0.173471,0.306755,-0.081535,0.17234,-0.847807,-0.081827,0.599528,0.001721,-0.610206,F
-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.058835,0.408929,-0.0618,0.469443,-0.162707,A
-0.202992,-0.338346,0.434785,-0.184417,0.082961,-1.553729,-11.935457,-3.678288,-3.490604,-6.719324,A
0.216699,0.321153,0.128935,0.491087,0.261718,1.311485,0.824183,-0.035376,-0.278912,0.805235,A
0.512951,-0.416858,0.125378,0.549719,0.976743,-1.263055,-1.629594,0.245856,1.404887,-0.133402,I
-0.252367,0.069915,0.246296,0.52355,0.261718,-0.10036,0.106925,1.970527,1.186617,-0.037768,E
0.944986,0.132725,0.136047,0.564936,0.17234,-0.307984,0.333428,-0.119988,-0.590727,-0.334951,A
-0.06721,0.336855,0.221401,-0.311258,0.261718,-0.141884,0.220177,-0.09566,-0.060642,-0.129821,G
-0.338774,-0.22843,0.584154,2.123586,0.261718,1.311485,-0.723584,1.280193,1.841428,1.88775,X
-0.240024,-0.534626,0.075589,-0.617039,0.17234,0.854712,0.484429,-2.037609,-0.777816,0.605349,E
0.130292,0.870736,-3.210528,0.062493,0.261718,0.273364,0.597681,0.425158,0.344717,0.035274,A
0.117948,0.124874,0.128935,0.3837,0.17234,0.06574,0.371178,0.372755,-0.310094,-0.034224,A
-0.252367,-0.008597,-2.044028,0.342613,0.351096,-0.847807,-0.006326,0.210482,1.311343,-0.649385,X
0.142636,0.486028,0.025799,0.545422,0.17234,-0.889332,-0.081827,-0.19132,-0.840179,-0.642116,A
0.105604,0.203385,-0.023991,0.995678,0.261718,1.020811,-0.006326,0.557513,0.40708,1.063034,A
-3.461768,-0.204876,-3.210528,-3.441837,-3.045274,-1.055431,0.182426,1.722845,-2.586341,-0.938491,F
0.179667,0.258344,0.189393,-0.133304,0.17234,-1.096956,-2.875357,-0.399939,-0.497183,-2.349822,A
0.056229,0.281897,-0.091562,-0.919149,-0.185173,-0.598658,-2.573354,-0.390581,-1.526171,-1.968494,F
0.031541,-2.426761,0.37077,0.77977,0.17234,0.647088,0.635431,0.655813,0.500624,0.341884,A
-0.116585,0.281897,0.175168,-0.15249,0.261718,-0.806282,0.371178,0.168098,0.843621,-0.79336,E
-0.252367,-0.149918,0.313868,-0.243616,0.261718,0.937762,0.069175,-0.085797,0.157628,0.957769,A
0.204355,-0.275537,0.360101,-0.278884,0.261718,1.26996,-0.157328,-0.946016,-0.123005,1.394707,A
0.562327,0.046362,0.210732,-1.052078,0.976743,-0.141884,-1.32759,0.258574,0.874802,0.84069,I
0.080916,0.588093,0.01513,0.00225,0.261718,-0.723232,0.333428,0.320198,-0.123005,-0.710288,F
0.09326,-0.385453,0.352988,0.546705,0.261718,0.06574,0.786433,0.583568,0.032902,-0.243067,A
0.15498,0.336855,0.068476,0.021525,0.261718,-0.806282,-0.459331,0.224111,0.282354,-0.374661,A
0.09326,0.423218,0.022242,-0.203782,0.082961,0.522513,-0.119577,0.961838,0.40708,0.681574,A
-0.091897,-0.118513,0.189393,1.280303,0.261718,0.522513,-0.006326,1.12155,0.438262,0.612534,A
0.130292,0.336855,0.100483,0.382834,0.17234,-0.266459,0.031425,0.958713,0.375899,-0.13621,A
-0.017834,-0.330495,0.488131,-0.183313,0.17234,0.024215,0.257927,-0.276243,-0.216549,0.010899,F
